PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^conc^FLOAT^uM^^^,2^giprct^FLOAT^^^^,3^nbrtest^INT^^^^,4^range^FLOAT^^^^
577439,54604651,Inactive,276,,,50,18,2,2
577442,54601900,Inactive,237,,,5,-21,2,15
577443,24200414,Inactive,281,,,50,23.65,2,8.1
577444,5477965,Inactive,260,,,50,2.15,2,10.9
577445,54601901,Inactive,298,,,50,40.4,2,4
577446,54611209,Inactive,277,,,50,19.05,2,25.9
577447,54600623,Inactive,272,,,50,14.3,2,24.6
577448,6268062,Inactive,268,,,50,10.1,2,13.4
577449,435608,Inactive,262,,,50,4.25,2,26.3
577450,435609,Active,354,,,50,96.9,2,0.8
577451,435610,Inactive,261,,,50,3.7,2,19
577452,435611,Inactive,269,,,50,11.3,2,10.8
577454,435613,Inactive,278,,,5,20,2,18
577455,54607952,Inactive,312,,,50,54.75,2,9.1
577456,16249359,Inactive,256,,,50,-2.15,2,9.7
577457,435615,Inactive,282,,,50,24.2,2,6.4
577460,54598679,Inactive,279,,,50,21.9,2,1.2
577461,54607944,Inactive,256,,,50,-2.2,2,11.2
577462,54602141,Inactive,261,,,50,3.75,2,2.9
577463,435620,Inactive,258,,,50,0.25,2,9.7
577464,13047003,Inactive,242,,,50,-16.25,2,6.7
577472,54598335,Inactive,274,,,50,16.5,2,0.4
577473,54601188,Inactive,275,,,50,17.65,2,2.7
577475,3977374,Inactive,260,,,50,2.1,2,6.2
577476,3564640,Active,354,,,50,96,2,0.4
577477,3907960,Inactive,256,,,50,-2.9,2,6.2
577479,4005314,Active,356,,,5,98,2,0
577481,54607945,Active,336,,,5,78,2,6
577482,5223115,Active,349,,,5,91,2,9
577483,4560965,Inactive,324,,,50,66.45,2,11.1
577484,4028651,Inactive,261,,,50,3.35,2,3.1
577485,5064209,Active,354,,,50,96.3,2,0.4
577486,5827299,Inactive,299,,,50,41.3,2,12.4
577487,6297620,Active,347,,,50,89.5,2,1
577489,24200426,Inactive,308,,,50,50.15,2,4.7
577490,9615123,Inactive,241,,,50,-17.4,2,15.8
577492,24200427,Inactive,254,,,50,-4.75,2,3.9
577500,5802728,Active,340,,,50,82.75,2,2.9
577501,5884346,Inactive,283,,,50,25.25,2,6.9
577503,54611215,Inactive,291,,,50,33.1,2,3.2
577504,6308916,Inactive,280,,,50,22.85,2,8.1
577505,6052825,Inactive,229,,,50,-29.45,2,2.5
577506,6057061,Inactive,273,,,50,15.15,2,13.1
577507,54612530,Inactive,262,,,50,4.55,2,8.3
577514,24200431,Inactive,281,,,50,23.8,2,1.8
577516,54607971,Inactive,254,,,50,-4.2,2,16
577517,54611216,Active,356,,,50,98.8,2,0.4
577518,54607972,Active,357,,,5,99,2,0
577519,5477981,Inactive,283,,,50,25.7,2,5.4
577520,54601902,Active,355,,,50,97.5,2,1.8
577521,54600624,Inactive,271,,,50,13.7,2,0
577524,,Inactive,265,,,50,7.75,2,13.3
577526,,Inactive,267,,,50,9.55,2,20.7
577527,435668,Inactive,322,,,50,64.65,2,2.5
577528,435669,Inactive,276,,,50,18.5,2,4
577530,13081103,Inactive,270,,,50,12.3,2,5
577531,54601903,Inactive,302,,,50,44.05,2,19.7
577539,25074998,Inactive,268,,,50,10.2,2,7.6
577540,54604662,Active,328,,,5,70,2,37
577541,16130062,Inactive,311,,,50,53.4,2,53
577542,16130063,Inactive,320,,,50,62.75,2,45.3
577543,353257,Inactive,262,,,50,4.4,2,9.4
577544,54611234,Inactive,282,,,50,24.05,2,11.7
577546,24200438,Inactive,252,,,50,-6.85,2,2.5
577547,,Active,356,,,0.5,98,2,0
577548,54604663,Inactive,268,,,50,10.1,2,1
577550,435681,Active,336,,,50,78.3,2,5
577552,435683,Inactive,280,,,50,22.35,2,9.3
577553,,Inactive,267,,,50,9.15,2,0.5
577554,313325,Inactive,289,,,50,31.35,2,13.1
577555,313325,Inactive,280,,,50,22.85,2,3.1
577556,435684,Inactive,303,,,50,45.6,2,21.8
577557,,Inactive,256,,,50,-2.15,2,5.7
577558,435685,Inactive,280,,,50,22,2,1.2
577561,54603488,Inactive,310,,,50,52.7,2,4.8
577563,21144896,Active,329,,,50,71.8,2,3.8
577564,21115185,Inactive,237,,,50,-21.2,2,20.4
577565,5479848,Inactive,257,,,50,-1.1,2,31.2
577566,,Active,346,,,50,88.75,2,3.5
577568,,Active,354,,,50,96.6,2,1.8
577569,,Active,340,,,5,82,2,1
577579,5464877,Inactive,262,,,50,4,2,17
577580,198571,Active,357,,,50,99.15,2,0.7
577581,54611236,Active,357,,,5,99,2,0
577583,5477992,Inactive,298,,,50,40.85,2,16.9
577584,5477993,Inactive,308,,,50,50.15,2,4.9
577585,54607804,Inactive,286,,,50,28.3,2,1
577586,20832479,Active,355,,,5,97,2,1
577587,20832480,Inactive,309,,,50,51.8,2,4.4
577588,54607805,Inactive,243,,,50,-15.4,2,14.8
577589,54612531,Inactive,250,,,50,-8.45,2,19.9
577590,435704,Inactive,292,,,50,34.9,2,9.6
577595,5288209,Inactive,245,,,50,-13.2,2,1.6
577597,366672,Inactive,256,,,50,-2.4,2,2.4
577598,24200447,Active,355,,,50,97.95,2,0.3
577599,54604670,Inactive,250,,,50,-8.1,2,7.2
577600,,Inactive,265,,,50,7.25,2,4.9
577601,,Inactive,274,,,50,16.65,2,6.1
577602,54607785,Inactive,293,,,50,35.75,2,0.3
577603,3875947,Active,357,,,50,99.25,2,0.3
577604,54611365,Active,341,,,5,83,2,8
577605,24200450,Active,357,,,50,99.1,2,0.2
577606,54601678,Inactive,263,,,50,5.75,2,14.5
577607,435716,Inactive,246,,,50,-12.2,2,63.6
577608,435718,Inactive,263,,,50,5.4,2,2.4
577609,24200451,Inactive,264,,,50,6.7,2,2.6
577615,5478002,Inactive,271,,,50,13.35,2,21.9
577616,12761102,Inactive,254,,,50,-4.6,2,5
577618,5478003,Inactive,258,,,50,0.8,2,28.4
577619,16205229,Inactive,265,,,50,7.1,2,6.6
577620,435727,Inactive,235,,,50,-23.9,2,22.8
577621,435728,Inactive,235,,,50,-23.85,2,33.1
577622,3545630,Inactive,289,,,50,31.25,2,13.9
577626,54600626,Inactive,292,,,50,34.05,2,12.1
577627,,Inactive,268,,,50,10.35,2,10.5
577628,,Active,356,,,50,98.75,2,0.7
577629,,Active,357,,,0.5,99,2,0
577632,54604681,Inactive,322,,,50,64.15,2,0.7
577636,72120,Inactive,240,,,50,-18.2,2,51.8
577639,54601189,Active,354,,,5,96,2,3
577640,54601905,Active,357,,,50,99.4,2,0
577642,54598683,Active,348,,,50,90.15,2,1.7
577643,54601685,Active,355,,,5,97,2,2
577644,54611256,Active,357,,,50,99.25,2,0.1
577647,435751,Inactive,216,,,50,-42.9,2,2.2
577649,21144900,Inactive,250,,,50,-8.2,2,6.6
577650,54601906,Active,334,,,50,76.55,2,5.5
577651,435755,Inactive,260,,,50,2.25,2,5.5
577652,24200456,Active,346,,,5,88,2,4
577653,44717042,Inactive,217,,,50,-41.7,2,36.4
577654,24200457,Inactive,260,,,50,2.5,2,0.2
577655,3413,Inactive,266,,,50,8.15,2,4.1
577659,5363362,Active,351,,,5,93,2,1
577661,5478016,Active,353,,,5,95,2,0
577662,5478017,Active,357,,,5,99,2,1
577665,,Inactive,274,,,50,16.1,2,58
577666,,Inactive,270,,,50,12.4,2,1.6
577668,,Inactive,293,,,50,35.45,2,13.5
577669,,Active,330,,,50,72.15,2,9.3
577670,,Inactive,286,,,50,28.15,2,0.9
577672,,Inactive,303,,,50,45.5,2,15.8
577674,435767,Inactive,281,,,50,23.7,2,26.8
577676,435770,Active,356,,,5,98,2,0
577677,435772,Inactive,175,,,50,-83.55,2,28.3
577678,435773,Inactive,220,,,50,-38.4,2,60
577683,54600735,Inactive,268,,,50,10.45,2,10.1
577684,54612538,Inactive,248,,,50,-10.15,2,0.1
577685,,Active,345,,,5,87,2,10
577686,,Active,350,,,5,92,2,3
577687,,Active,350,,,5,92,2,1
577688,,Inactive,277,,,50,19.9,2,27.8
577689,230880,Inactive,272,,,50,14.7,2,24.2
577690,54604685,Active,357,,,5,99,2,0
577691,54611261,Inactive,262,,,50,4.05,2,5.9
577692,435780,Inactive,256,,,50,-2.2,2,0.4
577693,13740400,Active,356,,,50,98.85,2,0.3
577694,9573897,Inactive,318,,,50,60.55,2,7.9
577695,9573898,Active,339,,,5,81,2,13
577696,20832481,Inactive,298,,,5,40,2,2
577697,435784,Active,349,,,5,91,2,5
577699,435786,Inactive,216,,,50,-42.4,2,4.8
577700,435787,Inactive,266,,,50,8.8,2,5
577704,435791,Inactive,265,,,50,7,2,2
577705,,Inactive,297,,,50,39.8,2,36.2
577706,,Inactive,311,,,50,53.15,2,0.1
577707,6334128,Inactive,250,,,50,-8.2,2,18.6
577708,435793,Inactive,254,,,50,-4.05,2,17.7
577709,6334129,Inactive,270,,,50,12,2,35.8
577710,6334130,Inactive,251,,,50,-7.75,2,12.3
577711,6334131,Inactive,280,,,50,22.55,2,13.9
577712,,Inactive,258,,,50,0.45,2,3.5
577713,,Inactive,247,,,50,-11.55,2,5.5
577714,,Inactive,277,,,50,19,2,17.6
577715,,Inactive,253,,,50,-5.95,2,11.3
577716,435795,Inactive,285,,,50,27.35,2,15.5
577717,435796,Inactive,276,,,50,18.7,2,19.2
577718,435797,Inactive,233,,,50,-25.5,2,18.8
577719,9573899,Inactive,254,,,50,-4.55,2,28.3
577721,54611271,Inactive,274,,,50,16.85,2,1.1
577722,,Active,357,,,0.5,99,2,0
577723,435804,Inactive,242,,,50,-16.45,2,44.1
577724,435805,Inactive,277,,,50,19.6,2,22.6
577725,,Active,358,,,5,100,2,0
577727,5478028,Inactive,238,,,50,-20.85,2,6.3
577731,5931030,Inactive,261,,,50,3.25,2,1.1
577732,5477732,Inactive,247,,,50,-11.25,2,9.1
577733,5478034,Inactive,282,,,50,24.4,2,13.8
577736,5478040,Active,338,,,50,80.85,2,1.5
577737,,Inactive,231,,,50,-27.2,2,6.6
577740,54600751,Inactive,280,,,50,22.7,2,8.8
577741,24200469,Active,348,,,50,90.3,2,0.2
577742,24200470,Inactive,283,,,50,25.8,2,22.4
577743,461847,Inactive,300,,,50,42.55,2,16.3
577744,3000624,Inactive,281,,,50,23.45,2,15.3
577745,435829,Inactive,287,,,50,29.75,2,12.1
577746,435830,Inactive,273,,,50,15.45,2,40.1
577749,435832,Inactive,236,,,50,-22.75,2,5.9
577751,342045,Inactive,247,,,50,-11.65,2,18.3
577753,435834,Inactive,244,,,50,-14.2,2,9.6
577756,23665131,Inactive,306,,,5,48,2,13
577757,5478043,Inactive,246,,,50,-12.75,2,16.9
577758,54604701,Active,357,,,0.5,99,2,1
577759,54601217,Active,357,,,0.5,99,2,0
577760,54724668,Inactive,283,,,50,25.55,2,48.1
577761,16683854,Inactive,295,,,50,37.6,2,7
577762,16683855,Active,356,,,5,98,2,0
577765,6334136,Inactive,321,,,50,63.9,2,2.6
577766,6334137,Active,357,,,50,99.05,2,0.1
577767,6334138,Active,357,,,5,99,2,0
577768,21144903,Active,357,,,5,99,2,0
577769,435851,Inactive,262,,,50,4.2,2,11.4
577773,435853,Inactive,276,,,50,18.75,2,15.3
577774,435854,Inactive,270,,,50,12.85,2,1.1
577775,435855,Inactive,267,,,50,9.35,2,15.1
577778,5478047,Active,337,,,50,79.4,2,13
577779,435858,Inactive,252,,,50,-6.15,2,15.9
577780,435858,Inactive,231,,,50,-27.35,2,4.1
577784,9574523,Inactive,263,,,50,5.4,2,4.4
577785,,Inactive,258,,,50,0.6,2,23.2
577786,435862,Inactive,242,,,50,-16,2,28.2
577789,4010673,Inactive,263,,,50,5.45,2,38.3
577790,4233800,Inactive,274,,,50,16.4,2,36.4
577791,4567195,Active,357,,,5,99,2,0
577792,5107721,Inactive,248,,,50,-10.65,2,41.7
577793,3519112,Inactive,266,,,50,8.85,2,16.1
577794,3413635,Inactive,269,,,50,11.1,2,10.6
577795,4013767,Inactive,256,,,50,-2.45,2,1.5
577796,3940577,Inactive,255,,,50,-3.55,2,28.5
577797,3393183,Inactive,247,,,50,-11.5,2,9.6
577798,3662660,Inactive,268,,,50,10.6,2,24.6
577799,3405602,Inactive,278,,,50,20.35,2,15.7
577800,4019184,Active,356,,,5,98,2,0
577801,3977143,Active,351,,,5,93,2,10
577802,4213078,Active,357,,,5,99,2,0
577803,3584202,Inactive,272,,,50,14,2,26.6
577804,5034135,Inactive,291,,,50,33.15,2,2.7
577805,4224333,Inactive,257,,,50,-1.85,2,2.1
577806,4992139,Inactive,266,,,50,8.35,2,16.5
577807,5178258,Inactive,287,,,50,29.95,2,16.5
577808,5241164,Inactive,281,,,50,23.4,2,24
577810,4538622,Inactive,317,,,50,59.85,2,1.1
577811,4562518,Active,352,,,50,94.85,2,4.7
577812,494305,Inactive,246,,,50,-12,2,3
577813,5114876,Inactive,251,,,50,-7.2,2,1.4
577814,3880218,Inactive,254,,,50,-4.4,2,28.2
577816,,Active,346,,,5,88,2,4
577818,435868,Inactive,242,,,50,-16.05,2,8.7
577819,,Active,344,,,5,86,2,4
577820,,Active,357,,,50,99.05,2,0.5
577821,54611150,Inactive,254,,,50,-4.7,2,21.4
577822,54607940,Active,355,,,50,97.45,2,1.1
577823,24200489,Active,357,,,50,99.3,2,0
577824,16212338,Inactive,307,,,50,49.55,2,15.5
577825,24200490,Inactive,303,,,50,45.85,2,6.1
577826,,Inactive,288,,,50,30.25,2,14.5
577827,,Active,346,,,50,88.35,2,1.3
577828,,Inactive,259,,,50,1.4,2,8.6
577829,54598695,Inactive,245,,,50,-13.5,2,10.8
577830,24200491,Inactive,255,,,50,-3.2,2,16
577831,24200492,Inactive,281,,,50,23.3,2,17.8
577832,24200493,Inactive,278,,,50,20.8,2,11
577833,3430319,Inactive,250,,,50,-8.25,2,26.9
577834,498218,Inactive,272,,,50,14.7,2,2
577836,435881,Inactive,209,,,50,-49,2,20.2
577838,,Inactive,270,,,50,12,2,6.6
577839,,Inactive,327,,,50,69.85,2,32.1
577844,54607941,Inactive,252,,,50,-6.65,2,21.1
577846,54601698,Inactive,286,,,50,28.35,2,11.5
577848,,Inactive,301,,,50,43.45,2,2.9
577850,82865,Inactive,231,,,50,-27.3,2,32.6
577851,,Inactive,230,,,50,-28.45,2,8.7
577852,54598696,Inactive,244,,,50,-14.5,2,27.2
577854,435891,Inactive,230,,,50,-28.8,2,70.8
577856,54601190,Inactive,215,,,50,-43.7,2,20.6
577857,3522883,Inactive,255,,,50,-3.55,2,21.1
577859,353318,Inactive,252,,,50,-6.2,2,6.8
577860,435898,Inactive,256,,,50,-2,2,5.8
577862,435900,Inactive,233,,,50,-25.35,2,27.1
577863,45259899,Inactive,272,,,50,14.95,2,0.5
577866,13552192,Inactive,257,,,50,-1.65,2,4.1
577867,435657,Inactive,281,,,50,23.25,2,3.9
577868,12958921,Inactive,267,,,50,9.4,2,6.2
577869,54598697,Inactive,250,,,50,-8.5,2,13.6
577870,24200499,Inactive,251,,,50,-7.65,2,19.3
577871,5280784,Inactive,197,,,50,-61.95,2,32.9
577872,,Inactive,265,,,50,7.05,2,12.9
577874,24200500,Inactive,248,,,50,-10,2,6.4
577875,54600767,Inactive,247,,,50,-11.1,2,15.2
577876,54611177,Inactive,286,,,50,28.15,2,13.7
577878,435907,Inactive,223,,,50,-35.6,2,39.6
577879,435908,Inactive,267,,,50,9.85,2,16.7
577880,6366949,Inactive,269,,,50,11.75,2,10.9
577881,54602149,Active,357,,,5,99,2,0
577882,14532212,Inactive,276,,,50,18.45,2,6.9
577883,14532213,Active,357,,,50,99.2,2,0.4
577884,14532210,Inactive,279,,,50,21.9,2,6.8
577885,14532211,Inactive,298,,,50,40.4,2,27.6
577886,54600768,Active,351,,,50,93,2,0.6
577887,200169,Inactive,270,,,50,12.95,2,36.9
577888,54611178,Inactive,237,,,50,-21.2,2,11.8
577890,,Inactive,279,,,5,21,2,33
577891,,Inactive,274,,,0.5,16,2,10
577892,24200508,Active,355,,,5,97,2,2
577893,435918,Inactive,218,,,50,-40.85,2,15.9
577895,54604718,Inactive,233,,,50,-25.9,2,67
577896,435921,Inactive,246,,,50,-12.35,2,12.9
577897,435922,Inactive,252,,,50,-6.25,2,36.7
577903,6917843,Inactive,251,,,50,-7.4,2,3.6
577904,23636938,Inactive,268,,,50,10.5,2,29
577905,435927,Inactive,275,,,50,17.1,2,0.4
577906,54600790,Inactive,257,,,50,-1.2,2,0.2
577907,24200514,Inactive,245,,,50,-13.35,2,28.3
577908,2777000,Inactive,241,,,50,-17.6,2,2.6
577909,6334167,Active,347,,,5,89,2,3
577910,,Inactive,257,,,50,-1.8,2,14.4
577911,54607960,Inactive,274,,,50,16.8,2,8.2
577913,54612540,Inactive,273,,,50,15.7,2,32.2
577914,435936,Inactive,257,,,50,-1.2,2,39.4
577915,435937,Inactive,251,,,50,-7.95,2,27.3
577916,54607961,Inactive,273,,,50,15.1,2,4.4
577917,435938,Inactive,271,,,50,13.3,2,19.4
577918,54601699,Inactive,291,,,50,33.65,2,5.1
577919,16888,Inactive,121,,,50,-137.2,2,12.8
577920,435940,Active,351,,,5,93,2,1
577921,435941,Inactive,252,,,50,-6.25,2,68.5
577922,435942,Inactive,290,,,50,32.7,2,24
577923,198073,Inactive,281,,,50,23.5,2,4.6
577925,24200525,Active,356,,,50,98.1,2,1.2
577926,,Inactive,303,,,50,45.4,2,16
577927,5702757,Inactive,293,,,5,35,2,11
577928,54612541,Inactive,258,,,50,-0.4,2,70.4
577929,435949,Inactive,258,,,50,-0.4,2,10.4
577930,72820,Inactive,279,,,50,21.3,2,8.4
577931,367166,Inactive,280,,,50,22.75,2,1.3
577932,435950,Inactive,283,,,50,25,2,6.8
577933,24200528,Inactive,249,,,50,-9.95,2,19.9
577934,31899,Inactive,274,,,50,16.7,2,8.6
577935,2804818,Inactive,254,,,50,-4.1,2,15.4
577938,435955,Inactive,208,,,50,-50.4,2,33.8
577939,435956,Active,341,,,5,83,2,0
577941,5478072,Inactive,215,,,50,-43.9,2,10.8
577942,54607962,Inactive,248,,,50,-10.05,2,1.9
577943,435962,Inactive,320,,,50,62.15,2,3.3
577944,435964,Inactive,258,,,50,0.15,2,31.1
577945,,Active,346,,,50,88.4,2,0.4
577946,2799438,Inactive,257,,,50,-1.9,2,15
577947,435967,Inactive,290,,,50,32.3,2,26.2
577948,435969,Inactive,258,,,50,0.25,2,11.5
577949,12909800,Inactive,259,,,50,1.85,2,10.3
577950,435806,Active,357,,,5,99,2,0
577952,5191582,Active,328,,,50,70.5,2,2.2
577953,435973,Inactive,267,,,50,9.45,2,28.9
577957,432411,Inactive,255,,,50,-3,2,20.2
577958,435981,Inactive,272,,,50,14.25,2,3.9
577959,435982,Inactive,263,,,50,5.1,2,8.2
577960,435983,Inactive,239,,,50,-19.75,2,18.5
577961,3889747,Inactive,269,,,50,11.1,2,13.8
577964,4566384,Inactive,241,,,50,-17.95,2,0.3
577965,134879,Inactive,263,,,50,5.85,2,11.7
577967,24200543,Inactive,240,,,50,-18.45,2,10.7
577968,2827564,Active,354,,,50,96.7,2,0.8
577969,54611220,Inactive,234,,,50,-24.55,2,29.1
577971,54607808,Inactive,221,,,50,-37.9,2,2.2
577972,54600782,Inactive,260,,,50,2.95,2,28.7
577973,54600783,Inactive,267,,,50,9.7,2,33.6
577974,54607809,Inactive,222,,,50,-36.8,2,68.6
577975,54601080,Active,355,,,5,97,2,1
577976,54611908,Active,357,,,5,99,2,0
577977,54600784,Inactive,231,,,50,-27.35,2,64.1
577978,54611222,Inactive,257,,,50,-1.6,2,6.8
577980,457839,Inactive,285,,,50,27.75,2,29.9
577982,3660444,Inactive,270,,,50,12.75,2,8.9
577987,5478093,Inactive,290,,,5,32,2,3
577988,5478094,Inactive,223,,,50,-35.85,2,9.9
577989,640158,Inactive,270,,,50,12.1,2,2.6
577992,54607889,Inactive,261,,,50,3.25,2,3.7
577993,54611231,Inactive,289,,,50,31.8,2,10.2
577994,54598712,Inactive,277,,,50,19.15,2,9.7
577995,13958704,Inactive,281,,,50,23.15,2,3.9
577996,13958705,Inactive,259,,,50,1.2,2,2.6
577997,13496884,Inactive,287,,,50,29,2,19.8
577998,13958702,Inactive,263,,,50,5.6,2,16.2
577999,13958703,Inactive,276,,,50,18.9,2,9
578000,54607890,Inactive,277,,,50,19.2,2,4.8
578001,436029,Inactive,257,,,50,-1.85,2,6.3
578002,3640417,Active,344,,,5,86,2,1
578003,3908006,Inactive,252,,,50,-6.85,2,24.5
578004,3908945,Inactive,258,,,50,0.35,2,11.7
578006,54598713,Inactive,253,,,50,-5.75,2,10.5
578016,5478098,Inactive,237,,,50,-21.4,2,19.6
578017,5379626,Inactive,200,,,50,-58.9,2,5
578019,5478100,Inactive,195,,,50,-63.7,2,14.2
578024,21144908,Inactive,291,,,50,33.1,2,8.6
578025,21144909,Inactive,224,,,50,-34.2,2,9
578030,24200567,Inactive,251,,,50,-7.4,2,13.4
578032,498220,Inactive,259,,,50,1.95,2,16.9
578033,54608423,Inactive,305,,,50,47.2,2,11.8
578034,342397,Inactive,320,,,50,62.85,2,2.5
578035,,Active,356,,,50,98.1,2,1.6
578036,,Inactive,246,,,50,-12.2,2,21.4
578049,436057,Inactive,263,,,50,5.5,2,9.8
578050,13958696,Active,357,,,50,99.2,2,0.4
578051,13958697,Active,357,,,50,99.25,2,0.3
578052,13958695,Active,355,,,5,97,2,2
578053,13958692,Inactive,276,,,50,18.75,2,15.9
578055,13958694,Inactive,250,,,50,-8.8,2,4.2
578056,13958701,Active,353,,,5,95,2,3
578057,5351333,Active,356,,,50,98.1,2,0.8
578058,54600797,Inactive,264,,,50,6.4,2,30.2
578059,54607913,Inactive,271,,,50,13.85,2,3.7
578060,54604741,Active,357,,,50,99.4,2,0.2
578061,3063374,Active,332,,,50,74.75,2,13.3
578062,6439082,Inactive,255,,,50,-3.5,2,9.2
578063,54601231,Active,353,,,5,95,2,0
578064,54611252,Active,353,,,50,95.05,2,0.7
578065,54607914,Active,352,,,5,94,2,1
578066,436072,Active,357,,,0.5,99,2,0
578068,3973177,Inactive,265,,,50,7.4,2,4.6
578070,24200575,Inactive,262,,,50,4.85,2,2.5
578071,124241,Inactive,267,,,50,9.2,2,15
578072,13078250,Inactive,284,,,50,26.8,2,4.2
578078,436084,Inactive,251,,,50,-7.1,2,6.2
578079,436085,Inactive,272,,,50,14.3,2,73.2
578081,,Inactive,257,,,50,-1.1,2,15.4
578090,5478115,Inactive,277,,,50,19.55,2,4.5
578095,12841886,Inactive,280,,,50,22,2,2.8
578096,436102,Inactive,255,,,50,-3.3,2,28
578097,3748773,Inactive,270,,,50,12.25,2,2.3
578098,4612204,Inactive,266,,,50,8.8,2,1.2
578100,431372,Inactive,261,,,50,3.7,2,17
578101,21144910,Inactive,247,,,50,-11.7,2,19.8
578102,,Active,354,,,0.5,96,2,5
578103,4325539,Inactive,285,,,50,27.4,2,43
578104,5376327,Inactive,257,,,50,-1.05,2,1.5
578105,24200591,Inactive,230,,,50,-28.7,2,17
578106,5478117,Inactive,269,,,50,11.05,2,2.5
578107,24200592,Inactive,272,,,50,14.05,2,8.5
578108,23318028,Inactive,262,,,50,4.8,2,8.6
578112,13221214,Inactive,272,,,50,14,2,6.8
578113,24200179,Inactive,256,,,50,-2.8,2,13
578114,5478120,Inactive,229,,,50,-29.75,2,12.5
578115,21144912,Inactive,243,,,50,-15.2,2,14.8
578117,436115,Inactive,255,,,50,-3.95,2,44.1
578120,436117,Inactive,316,,,50,58.55,2,1.1
578121,436118,Active,352,,,50,94.5,2,2
578123,5351334,Inactive,277,,,50,19.9,2,2.2
578124,4643998,Inactive,271,,,50,13.95,2,1.7
578125,24200599,Inactive,257,,,50,-1.35,2,19.5
578127,9573919,Inactive,320,,,5,62,2,4
578128,54604744,Inactive,268,,,50,10.25,2,25.3
578129,436127,Inactive,252,,,50,-6.6,2,15
578130,436128,Active,353,,,50,95.55,2,6.5
578133,54612543,Active,354,,,5,96,2,0
578134,436132,Inactive,278,,,50,20.15,2,50.9
578135,5478124,Inactive,267,,,50,9.4,2,9.4
578136,436134,Inactive,261,,,50,3.55,2,1.9
578137,24200603,Inactive,275,,,50,17.55,2,41.3
578141,,Active,343,,,5,85,2,1
578143,5898,Inactive,267,,,50,9.65,2,10.1
578145,24200605,Inactive,230,,,50,-28.8,2,39.2
578146,54604749,Inactive,258,,,50,0.4,2,6.8
578147,24185203,Inactive,254,,,50,-4.8,2,8.6
578150,24200609,Inactive,266,,,50,8.55,2,20.5
578152,,Active,344,,,5,86,2,2
578153,24200611,Inactive,248,,,50,-10.5,2,11.8
578156,202109,Inactive,236,,,50,-22.7,2,5
578157,24200612,Active,349,,,5,91,2,1
578158,24200613,Active,357,,,50,99.25,2,0.1
578159,24200614,Active,357,,,50,99.45,2,0.1
578161,24200615,Inactive,256,,,50,-2.2,2,16.2
578162,458574,Inactive,248,,,50,-10.45,2,4.5
578163,458579,Inactive,238,,,50,-20.9,2,19.4
578164,458578,Inactive,262,,,50,4.7,2,11.4
578165,24200616,Inactive,256,,,50,-2.8,2,5.4
578167,24200617,Inactive,268,,,50,10.9,2,3.6
578168,24200618,Inactive,262,,,50,4.85,2,4.1
578169,23623209,Inactive,259,,,50,1.45,2,13.5
578170,24200619,Inactive,260,,,50,2.95,2,10.5
578171,24200620,Inactive,257,,,50,-1.1,2,1
578172,16236386,Inactive,262,,,50,4.3,2,9.2
578174,54599148,Inactive,267,,,50,9.1,2,10.8
578175,24200623,Inactive,274,,,50,16.95,2,9.5
578176,24200625,Inactive,258,,,50,0.65,2,12.7
578177,24200626,Inactive,274,,,50,16.2,2,6
578180,24200628,Inactive,258,,,50,-0.7,2,1
578184,436173,Inactive,289,,,5,31,2,15
578185,24200631,Inactive,269,,,50,11.1,2,11.6
578186,24200631,Inactive,263,,,50,5.6,2,2
578187,24200632,Active,336,,,5,78,2,1
578188,24200633,Inactive,271,,,50,13.05,2,2.7
578189,436175,Inactive,255,,,50,-3.7,2,6.6
578190,54603207,Inactive,282,,,50,24,2,4.8
578191,,Inactive,270,,,50,12.95,2,1.9
578192,54601703,Inactive,317,,,50,59.65,2,4.9
578194,21242007,Inactive,260,,,50,2.35,2,11.5
578195,54611124,Active,347,,,5,89,2,0
578196,54603495,Inactive,244,,,50,-14.25,2,7.5
578197,24200640,Inactive,264,,,50,6.65,2,34.5
578199,,Active,337,,,5,79,2,1
578200,24200641,Inactive,270,,,50,12.7,2,45
578201,24200642,Inactive,266,,,50,8.4,2,11.8
578202,24200643,Inactive,270,,,50,12.75,2,5.5
578203,24200644,Inactive,258,,,50,-0.85,2,6.5
578204,24200645,Inactive,269,,,50,11.4,2,42.6
578206,198171,Inactive,258,,,50,-0.1,2,6.2
578209,24200649,Inactive,275,,,50,17.45,2,18.5
578210,24200650,Inactive,280,,,50,22.75,2,3.3
578211,436192,Inactive,265,,,50,7.9,2,11.8
578212,436193,Active,357,,,5,99,2,0
578214,24200652,Inactive,269,,,50,11.1,2,6.2
578215,24182885,Inactive,283,,,50,25.9,2,10.4
578216,436196,Inactive,275,,,50,17.1,2,0.4
578217,24200653,Inactive,268,,,50,10.45,2,6.1
578218,24200654,Active,357,,,50,99.55,2,0.1
578219,21144918,Inactive,267,,,50,9.35,2,4.7
578220,24200655,Inactive,291,,,50,33.3,2,13.6
578221,436201,Inactive,262,,,50,4.1,2,0.4
578222,24200656,Inactive,243,,,50,-15.65,2,8.3
578225,436205,Inactive,257,,,50,-1.7,2,11.4
578227,24200658,Inactive,252,,,50,-6.8,2,43.8
578228,24200659,Inactive,249,,,50,-9,2,22.6
